Grattan_record	Symbol	Company	Cost ($m)	Project	Date start	Completion date	Status	Major industry	Sub-industry	State	Employment Construction	Operation	Contact No.	sheet	Start date	Employment Operation	Change 	Total cost	Production date	               Employment Construction	Total cost $m	End date	Major sector	Sub-sector	Ownership	Capacity	Units	Project detail changes	Statistical Division	Lucille_Ownership
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	92.0	Mar 2011	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	92.0	Jun 2011	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Railways	Engineering	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	93.0	Sep 2011	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	93.0	Dec 2011	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	40.0	Mar 2012	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	40.0	Jun 2012	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	40.0	Sep 2012	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	53.0	Dec 2012	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Sep 2009	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Engineering	Railways	Private	NA	NA	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Dec 2009	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Engineering	Railways	Private	NA	NA	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Mar 2010	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Engineering	Railways	Private	NA	NA	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Jun 2010	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Engineering	Railways	Private	NA	NA	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Sep 2010	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Engineering	Railways	Private	NA	NA	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Dec 2010	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Engineering	Railways	Private	NA	NA	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Mar 2011	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Engineering	Railways	Private	NA	NA	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Jun 2011	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Railways	Engineering	Private	NA	NA	NA	NA	Public
9767.0	NA	Metro Transport Sydney	NA	Extension of the light rail service to run from Circular Quay to Central Station	NA	NA	Under consideration	Transport & Storage	Rail	New South Wales	NA	NA	NA	Sep 2011	Awaiting planning approvals	NA	NA	NA	NA	NA	135.0	2011	Engineering	Railways	Private	NA	NA	NA	NA	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	565.0	Sep 2010	2H 2009	NA	NA	NA	NA	NA	949.0	2014	Engineering	Railways	PPP	13.0	km	Aug10: Cost estimate of $949 million for stage 1.	NA	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	582.0	Dec 2010	2H 2009	NA	NA	NA	NA	NA	949.0	2014	Engineering	Railways	PPP	13.0	km	NA	NA	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	588.0	Mar 2011	2H 2009	NA	NA	NA	NA	NA	949.0	2014	Engineering	Railways	PPP	13.0	km	NA	NA	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	588.0	Jun 2011	2H 2009	NA	~	NA	NA	NA	1195.0	2014	Railways	Engineering	PPP	13.0	km	Jun11: Costs increased to1.195 billion from 949 million.	NA	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	593.0	Sep 2011	2H 2009	NA	NA	NA	NA	NA	1195.0	2014	Engineering	Railways	PPP	13.0	km	NA	NA	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	593.0	Dec 2011	2H 2009	NA	NA	NA	NA	NA	1195.0	2014	Engineering	Railways	PPP	13.0	km	NA	NA	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	225.0	Mar 2012	2H 2009	NA	NA	NA	NA	NA	1195.0	2014	Engineering	Railways	PPP	13.0	km	NA	Moreton	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	225.0	Jun 2012	2H 2009	NA	NA	NA	NA	NA	1195.0	2014	Engineering	Railways	PPP	13.0	km	NA	Moreton	Public
9965.0	NA	Qld Dept of Transport	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	225.0	Sep 2012	2H 2009	NA	~	NA	NA	NA	1296.0	2014	Engineering	Railways	PPP	13.0	km	Sep12: Cost is $1.296b from $1.195b	Moreton	Public
9965.0	NA	Qld Dept of Transport and Main Roads	NA	Gold Coast Rapid Transit project: light rail system (tram line), Gold Coast - Stage 1	NA	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	295.0	Dec 2012	2H 2009	NA	NA	NA	NA	NA	1296.0	2014	Engineering	Railways	PPP	13.0	km	NA	Moreton	Public
9987.0	NA	Brierty Limited	NA	Widening of the causeway - includes construction of new bunds, Cloudbreak, Port Hedland	NA	NA	Under construction	Transport & Storage	Rail	Western Australia	NA	NA	130.0	Sep 2009	39722	NA	NA	NA	NA	NA	40.0	39965	Engineering	Railways	Private	NA	NA	NA	NA	Public
9987.0	NA	Brierty Limited	NA	Widening of the causeway - includes construction of new bunds, Cloudbreak, Port Hedland	NA	NA	Under construction	Transport & Storage	Rail	Western Australia	NA	NA	130.0	Dec 2009	39722	NA	NA	NA	NA	NA	40.0	39965	Engineering	Railways	Private	NA	NA	NA	NA	Public
10001.0	NA	Vic Dept of Infrastructure	NA	Frankston bypass - extension from Eastlink-Mornington junction to Mornington-Moorooduc intersection	NA	NA	Under consideration	Transport & Storage	Road	Victoria	NA	NA	724.0	Sep 2010	EES to be released end 2008 for a mid 2009 start	NA	NA	NA	NA	NA	700.0	2011	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10001.0	NA	Vic Dept of Infrastructure	NA	Frankston bypass - extension from Eastlink-Mornington junction to Mornington-Moorooduc intersection	NA	NA	Under consideration	Transport & Storage	Road	Victoria	NA	NA	748.0	Dec 2010	EES to be released end 2008 for a mid 2009 start	NA	NA	NA	NA	NA	700.0	2011	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10001.0	NA	Vic Dept of Infrastructure	NA	Frankston bypass - extension from Eastlink-Mornington junction to Mornington-Moorooduc intersection	NA	NA	Under consideration	Transport & Storage	Road	Victoria	NA	NA	754.0	Mar 2011	EES to be released end 2008 for a mid 2009 start	NA	NA	NA	NA	NA	700.0	2011	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	730.0	Sep 2009	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	730.0	Dec 2009	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	730.0	Mar 2010	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	730.0	Jun 2010	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	730.0	Sep 2010	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	754.0	Dec 2010	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	760.0	Mar 2011	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	760.0	Jun 2011	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Roads, highways and subdivisions	Engineering	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	765.0	Sep 2011	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	765.0	Dec 2011	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	297.0	Mar 2012	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	297.0	Jun 2012	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	Missing Link - construction of a freeway between Greensborough and Bulleen	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	297.0	Sep 2012	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	393.0	Dec 2012	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	407.0	Mar 2013	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	407.0	Jun 2013	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	417.0	Sep 2013	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	417.0	Dec 2013	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	367.0	Mar 2014	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	367.0	Jun 2014	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	367.0	Sep 2014	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	367.0	Dec 2014	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	367.0	Mar 2015	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	NA	Jun 2015	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Possible	Transport & Storage	Road	Victoria	NA	NA	NA	Sep 2015	Study to choose route underway	NA	NA	NA	NA	NA	6e3	2017	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	Melbourne	Public
10023.0	NA	VicRoads	NA	"""North East Link"" (Missing Link) - construction of a freeway between Greensborough and Bulleen"	NA	NA	Under consideration	Transport & Storage	Road	Victoria	NA	NA	NA	Dec 2015	Study to choose route underway	NA	~	NA	NA	NA	5500.0	2022	Engineering	Roads, highways and subdivisions	PPP	NA	NA	Dec 15: Costs changed from $6bn, to $5.5bn. End date changed from 2017 to 2022. Status changed from possible to under consideration, pending funding. Contractor, Transurban added.	Melbourne	Public
10041.0	NA	Henry Walker Group / Austcorp International	NA	'Coomera Waters' resort, Gold Coast	NA	NA	Under construction	Accommodation	Resorts	Queensland	NA	NA	68.0	Sep 2009	Q3 1999	NA	NA	NA	NA	NA	250.0	2010	Non-residential	Accommodation	Private	NA	NA	NA	NA	Public
10059.0	NA	NSW Railcorp	NA	'Oscars' - construction of 72 outer suburban railcars 	NA	NA	Committed	Transport & Storage	Rail	New South Wales	NA	NA	495.0	Sep 2009	2010 delivery	NA	NA	NA	NA	NA	320.0	NA	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
10059.0	NA	NSW Railcorp	NA	'Oscars' - construction of 72 outer suburban railcars 	NA	NA	Committed	Transport & Storage	Rail	New South Wales	NA	NA	495.0	Dec 2009	2010 delivery	NA	NA	NA	NA	NA	320.0	NA	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
10059.0	NA	NSW Railcorp	NA	'Oscars' - construction of 72 outer suburban railcars 	NA	NA	Committed	Transport & Storage	Rail	New South Wales	NA	NA	495.0	Mar 2010	2010 delivery	NA	NA	NA	NA	NA	320.0	NA	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	730.0	Sep 2010	2H 2009	NA	NA	NA	NA	NA	750.0	2013	Engineering	Roads, highways and subdivisions	PPP	25.0	km	NA	NA	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	754.0	Dec 2010	2H 2009	NA	NA	NA	NA	NA	750.0	2013	Engineering	Roads, highways and subdivisions	PPP	25.0	km	NA	NA	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	760.0	Mar 2011	2H 2009	NA	NA	NA	NA	NA	750.0	2013	Engineering	Roads, highways and subdivisions	PPP	25.0	km	NA	NA	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	760.0	Jun 2011	2H 2009	NA	NA	NA	NA	NA	750.0	2013	Roads, highways and subdivisions	Engineering	PPP	25.0	km	NA	NA	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	765.0	Sep 2011	2H 2009	NA	~	NA	NA	NA	1300.0	2013	Engineering	Roads, highways and subdivisions	PPP	27.0	km	Sep11: Cost estimate increased to $1.3 billion from $750 million.	NA	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	765.0	Dec 2011	2H 2009	NA	NA	NA	NA	NA	1300.0	2013	Engineering	Roads, highways and subdivisions	PPP	27.0	km	NA	NA	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	297.0	Mar 2012	2H 2009	NA	NA	NA	NA	NA	1300.0	2013	Engineering	Roads, highways and subdivisions	PPP	27.0	km	NA	Melbourne	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	297.0	Jun 2012	2H 2009	NA	NA	NA	NA	NA	1300.0	2013	Engineering	Roads, highways and subdivisions	PPP	27.0	km	NA	Melbourne	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	297.0	Sep 2012	2H 2009	NA	~	NA	NA	NA	759.0	2013	Engineering	Roads, highways and subdivisions	PPP	27.0	km	Sep12: Cost revised back to $759 million.	Melbourne	Public
10156.0	NA	VicRoads	NA	Peninsula Link - 25km four-lane connection between EastLink at Carrum Downs to the Mornington Peninsula Freeway at Mount Martha	NA	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	393.0	Dec 2012	2H 2009	NA	NA	NA	NA	NA	759.0	2013	Engineering	Roads, highways and subdivisions	PPP	27.0	km	NA	Melbourne	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	NA	Sep 2009	$150 million feasibility study underway, possible 2011 start	NA	*	NA	NA	NA	45e3	End 2014	Engineering	Railways	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	NA	Dec 2009	$150 million feasibility study underway, possible 2011 start	NA	NA	NA	NA	NA	45e3	End 2014	Engineering	Railways	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	NA	Mar 2010	$150 million feasibility study underway, possible 2011 start	NA	NA	NA	NA	NA	45e3	End 2014	Engineering	Railways	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	NA	Jun 2010	$150 million feasibility study underway, possible 2011 start	NA	NA	NA	NA	NA	45e3	End 2014	Engineering	Railways	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	NA	Sep 2010	$150 million feasibility study underway, possible 2011 start	NA	NA	NA	NA	NA	45e3	End 2014	Engineering	Railways	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	257.0	Dec 2010	$150 million feasibility study underway, possible 2011 start	NA	NA	NA	NA	NA	45e3	End 2014	Engineering	Railways	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	259.0	Mar 2011	$150 million feasibility study underway, possible 2011 start	NA	NA	NA	NA	NA	45e3	End 2014	Engineering	Railways	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	259.0	Jun 2011	$150 million feasibility study underway, possible 2011 start	NA	NA	NA	NA	NA	45e3	End 2014	Railways	Engineering	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	260.0	Sep 2011	$150 million feasibility study underway, possible 2011 start	NA	NA	NA	NA	NA	45e3	End 2014	Engineering	Railways	Private	3370.0	km	NA	NA	Public
10218.0	NA	PIB Consortium	NA	Project Iron Boomerang: 3370km railway from Port Hedland to the Bowen Basin coalfields (includes two iron smelters)	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	260.0	Dec 2011	$150 million feasibility study underway, Q4 2013 start	NA	~	NA	NA	NA	45e3	Q1 2016	Engineering	Railways	Private	3370.0	km	Dec11: Project expects to commence construction in Q4 2013.	NA	Public
